Row,No Extraction,No Annotation,Wrong Range,Wrong Tag,Wrong Range and tag,Num correct tags,Sentence
2626,[],[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Trung', 'tâm', 'Kiểm', 'soát', 'bệnh', 'tật', 'tỉnh', 'Ninh', 'Thuận']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['751']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Ninh', 'Thuận'])]","['Theo', 'Trung', 'tâm', 'Kiểm', 'soát', 'bệnh', 'tật', 'tỉnh', 'Ninh', 'Thuận', ',', 'liên', 'quan', 'đến', 'bệnh', 'nhân', '751', ',', 'Ninh', 'Thuận', 'có', '3', 'người', 'F1', 'và', '24', 'người', 'F', '2', '.']"
2627,[],[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bộ', 'Y', 'tế']), (['B-DATE'], ['B-DATE'], ['23/8']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Da', 'liễu', 'Đà', 'Nẵng']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'C', 'Đà', 'Nẵng'])]","['Bộ', 'Y', 'tế', 'chiều', '23/8', 'cho', 'biết', 'sau', 'khi', 'được', 'chữa', 'khỏi', 'Covid', '-', '19', ',', 'các', 'bệnh', 'nhân', 'này', 'chuyển', 'về', 'Bệnh', 'viện', 'Da', 'liễu', 'Đà', 'Nẵng', 'cách', 'ly', 'và', 'tiếp', 'tục', 'điều', 'trị', 'bệnh', 'nền', 'tại', 'Bệnh', 'viện', 'C', 'Đà', 'Nẵng', '.']"
2628,[],[],[],[],[],[],"['Ba', 'người', 'được', 'xét', 'nghiệm', 'dương', 'tính', 'khi', 'đang', 'tăng', 'cường', 'cho', 'các', 'bệnh', 'viện', 'điều', 'trị', 'bệnh', 'nhân', 'Covid', '-', '19', ',', 'hai', 'người', 'được', 'phát', 'hiện', 'khi', 'gần', 'kết', 'thúc', 'thời', 'gian', 'cách', 'ly', '14', 'ngày', '.']"
2629,"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['O', 'O', 'O'], ['Sở', 'Y', 'tế'])]",[],[],"[(['B-LOCATION'], ['B-DATE'], ['26/6']), (['B-LOCATION'], ['B-DATE'], ['17/7'])]",[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['xã', 'Ea', 'Tiêu']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['huyện', 'Cư', 'Kuin']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Đăk', 'Lăk']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Đại', 'học', 'Đông', 'Á']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['TP', 'Đà', 'Nẵng']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Đa', 'khoa', 'Đà', 'Nẵng'])]","['Theo', 'Sở', 'Y', 'tế', ',', 'nữ', 'sinh', 'ở', 'xã', 'Ea', 'Tiêu', ',', 'huyện', 'Cư', 'Kuin', ',', 'Đăk', 'Lăk', ',', 'là', 'sinh', 'viên', 'Đại', 'học', 'Đông', 'Á', ',', 'TP', 'Đà', 'Nẵng', ',', 'đi', 'thực', 'tập', 'tại', 'Bệnh', 'viện', 'Đa', 'khoa', 'Đà', 'Nẵng', 'từ', 'ngày', '26/6', 'đến', '17/7', '.']"
2630,[],[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['26', '-', '7']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Sở', 'Y', 'tế', 'Quảng', 'Nam']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['416']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['418']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Đà', 'Nẵng'])]","['Sáng', '26', '-', '7', ',', 'ông', 'Nguyễn', 'Văn', 'Hai', '-', 'giám', 'đốc', 'Sở', 'Y', 'tế', 'Quảng', 'Nam', ',', 'cho', 'biết', 'vừa', 'có', 'thêm', '120', 'trường', 'hợp', 'ở', 'tỉnh', 'này', 'liên', 'quan', 'đến', 'bệnh', 'nhân', '416', 'và', '418', 'nhiễm', 'COVID', '-', '19', 'ở', 'Đà', 'Nẵng', 'đã', 'có', 'kết', 'quả', 'xét', 'nghiệm', 'âm', 'tính', 'với', 'virus', 'SARS', '-', 'CoV', '-', '2', '.']"
2631,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['TP', 'HCM']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'huyện', 'Cần', 'Giờ']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['sốt']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['ho']), (['B-DATE'], ['B-DATE'], ['16/3'])]","['TP', 'HCM', 'vừa', 'chuyển', 'đổi', 'Bệnh', 'viện', 'huyện', 'Cần', 'Giờ', 'thành', 'cơ', 'sở', 'chuyên', 'điều', 'trị', 'bệnh', 'nhân', 'Covid', '-', '19', 'có', '300', 'giường', 'bệnh', ',', 'bắt', 'đầu', 'tiếp', 'nhận', 'những', 'người', 'từ', 'các', 'khu', 'cách', 'ly', 'tập', 'trung', 'xuất', 'hiện', 'các', 'triệu', 'chứng', 'sốt', ',', 'ho', '...', 'từ', 'ngày', '16/3', '.']"
2632,[],[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['24/8'])]","['Các', 'bệnh', 'nhân', 'được', 'công', 'bố', 'khỏi', 'Covid', '-', '19', 'ngày', '24/8', '.']"
2633,[],[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['26']), (['B-DATE'], ['B-DATE'], ['27/7'])]","['Trong', 'hai', 'ngày', '26', 'và', '27/7', ',', 'bệnh', 'nhân', 'giao', 'tiếp', ',', 'nói', 'chuyện', 'với', 'các', 'đồng', 'nghiệp', 'trong', 'Khoa', '.']"
2634,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hà', 'Nam']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hải', 'Phòng'])]","['Hà', 'Nam', ',', 'Hải', 'Phòng', 'là', '2', 'địa', 'phương', 'mới', 'ghi', 'nhận', 'bệnh', 'nhân', 'COVID', '-', '19', '.']"
2635,[],[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['16', '-', '3'])]","['Từ', '2h30', 'sáng', '16', '-', '3', ',', 'bệnh', 'nhân', 'được', 'chuyển', 'sang', 'khoa', 'hồi', 'sức', 'tích', 'cực', '.']"
2636,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['243'])]","['Cách', 'tìm', 'người', 'lây', 'nhiễm', 'không', 'triệu', 'chứng', 'với', 'các', 'trường', 'hợp', 'không', 'xác', 'định', 'F0', ',', 'dương', 'tính', 'với', 'xét', 'nghiệm', 'kháng', 'thể', ',', 'cụ', 'thể', 'cho', 'trường', 'hợp', 'bệnh', 'nhân', '243', ':']"
2637,[],[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Viện', 'Pasteur', 'Nha', 'Trang']), (['B-DATE'], ['B-DATE'], ['13/9'])]","['Kết', 'quả', 'xét', 'nghiệm', 'tại', 'Viện', 'Pasteur', 'Nha', 'Trang', 'ngày', '13/9', 'của', 'họ', 'dương', 'tính', 'với', 'nCoV', '.']"
2638,[],[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['công', 'ty', 'Trường', 'Sinh']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['khó', 'thở']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'hô', 'hấp'])]","['Một', 'bệnh', 'nhân', 'ở', 'công', 'ty', 'Trường', 'Sinh', 'vừa', 'chuyển', 'lên', 'Khoa', 'Nhiễm', 'khuẩn', 'tổng', 'hợp', ',', 'sáng', 'đang', 'ở', 'mức', 'độ', 'nhẹ', ',', 'chiều', 'đã', 'khó', 'thở', ',', 'suy', 'hô', 'hấp', ',', 'phải', 'chuyển', 'xuống', 'Khoa', 'Cấp', 'cứu', '.']"
2639,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Đa', 'khoa', 'tỉnh', 'Quảng', 'Trị']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['750'])]","['Tại', 'Bệnh', 'viện', 'Đa', 'khoa', 'tỉnh', 'Quảng', 'Trị', ',', 'con', 'bà', 'nằm', 'cùng', 'phòng', 'với', 'chị', 'gái', 'của', 'bệnh', 'nhân', '750', '.']"
2640,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hà', 'Nội']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hội', 'An']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Quảng', 'Nam']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Viện', 'Pasteur', 'Nha', 'Trang'])]","['Sau', 'khi', 'đến', 'Hà', 'Nội', ',', 'bệnh', 'nhân', 'đã', 'di', 'chuyển', 'vào', 'Hội', 'An', ',', 'Quảng', 'Nam', ',', 'mẫu', 'xét', 'nghiệm', 'được', 'gửi', 'tới', 'Viện', 'Pasteur', 'Nha', 'Trang', 'và', 'đã', 'có', 'kết', 'quả', 'dương', 'tính', '.']"
2641,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Đà', 'Nẵng'])]","['Những', 'người', 'nhà', 'bệnh', 'nhân', 'có', 'kết', 'quả', 'xét', 'nghiệm', 'âm', 'tính', 'được', 'đưa', 'đến', 'các', 'khu', 'cách', 'ly', 'tập', 'trung', 'của', 'Đà', 'Nẵng', '.']"
2642,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Đà', 'Nẵng']), (['B-DATE'], ['B-DATE'], ['1/7']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Lạng', 'Sơn']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Bắc', 'Giang']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hà', 'Nội'])]","['Nhóm', 'nguy', 'cơ', 'thứ', '2', 'là', 'những', 'người', 'đã', 'đi', 'đến', 'từ', 'Đà', 'Nẵng', '(', 'từ', 'ngày', '1/7', 'đến', 'nay', ')', 'nhưng', 'không', 'có', 'mối', 'liên', 'hệ', 'với', 'cụm', '3', 'bệnh', 'viện', 'như', 'các', 'ca', 'bệnh', 'tại', 'Lạng', 'Sơn', ',', 'Bắc', 'Giang', ',', 'Hà', 'Nội', '.']"
2643,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['501']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['501']), (['B-GENDER'], ['B-GENDER'], ['nữ']), (['B-AGE'], ['B-AGE'], ['58']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Phổi', 'Đà', 'Nẵng'])]","['Ca', 'bệnh', '501', '(', 'bệnh', 'nhân', '501', ')', ':', 'nữ', ',', '58', 'tuổi', ',', 'bệnh', 'nhân', 'Bệnh', 'viện', 'Phổi', 'Đà', 'Nẵng', '.']"
2644,[],[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['9', '-', '7']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Liên', 'bang', 'Nga']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['sân', 'bay', 'Cần', 'Thơ']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['VN5062']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['tỉnh', 'Bạc', 'Liêu'])]","['Ngày', '9', '-', '7', ',', 'bệnh', 'nhân', 'từ', 'Liên', 'bang', 'Nga', 'về', 'sân', 'bay', 'Cần', 'Thơ', 'trên', 'chuyến', 'bay', 'VN5062', 'và', 'được', 'cách', 'ly', 'ngay', 'sau', 'nhập', 'cảnh', 'tại', 'tỉnh', 'Bạc', 'Liêu', '.']"
2645,[],[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['12']), (['B-DATE'], ['B-DATE'], ['23/3']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hà', 'Giang']), (['B-LOCATION'], ['B-LOCATION'], ['Huế']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hội', 'An'])]","['Từ', 'ngày', '12', 'đến', '23/3', ',', 'cô', 'đi', 'du', 'lịch', 'ở', 'Hà', 'Giang', ',', 'Huế', 'và', 'Hội', 'An', '.']"
2646,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['quận', '2'])]","['Được', 'biết', 'trong', 'thời', 'gian', 'cách', 'ly', 'theo', 'dõi', 'tại', 'nhà', ',', 'bệnh', 'nhân', 'có', 'tiếp', 'xúc', 'với', 'gia', 'đình', 'và', 'một', 'gia', 'đình', 'khác', 'trong', 'chung', 'cư', 'khi', 'ăn', 'cơm', '(', 'F', '1', ')', ',', 'tất', 'cả', 'các', 'trường', 'hợp', 'này', 'đều', 'được', 'chuyển', 'cách', 'ly', 'tại', 'khu', 'cách', 'ly', 'tập', 'trung', 'quận', '2', '.']"
2647,[],[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['12', '-', '8']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['viêm', 'phổi', 'nặng']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'thận', 'mãn', 'giai', 'đoạn', 'cuối']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['tăng', 'huyết', 'áp']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['đái', 'tháo', 'đường', 'type', '2'])]","['Ngày', '12', '-', '8', 'bệnh', 'nhân', 'tử', 'vong', 'lúc', '19h', ',', 'với', 'chẩn', 'đoán', 'tử', 'vong', 'COVID', '-', '19', 'biến', 'chứng', 'viêm', 'phổi', 'nặng', 'trên', 'bệnh', 'nhân', 'suy', 'thận', 'mãn', 'giai', 'đoạn', 'cuối', ',', 'tăng', 'huyết', 'áp', ',', 'đái', 'tháo', 'đường', 'type', '2', '.']"
2648,[],"[(['O', 'O', 'O', 'O', 'O'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bệnh', 'viện', 'Bệnh', 'nhiệt', 'đới'])]",[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bộ', 'Y', 'tế']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['91']), (['B-LOCATION'], ['B-LOCATION'], ['Anh'])]","['Mới', 'đây', ',', 'báo', 'chí', 'thông', 'tin', 'Bộ', 'Y', 'tế', 'đã', 'liên', 'lạc', 'được', 'với', 'người', 'thân', 'của', 'bệnh', 'nhân', '91', 'ở', 'Anh', ',', 'nhưng', 'đến', 'nay', 'Bệnh', 'viện', 'Bệnh', 'nhiệt', 'đới', 'chưa', 'nhận', 'được', 'liên', 'hệ', 'nào', 'từ', 'người', 'thân', 'của', 'bệnh', 'nhân', '.']"
2649,[],[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['6/3']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hà', 'Nội']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['quận', 'Đống', 'Đa'])]","['Ngày', '6/3', ',', 'khi', 'Hà', 'Nội', 'phát', 'hiện', 'một', 'bệnh', 'nhân', 'dương', 'tính', 'với', 'nCoV', 'và', 'nguy', 'cơ', 'bùng', 'phát', 'dịch', 'ở', 'thủ', 'đô', 'xuất', 'hiện', ',', 'công', 'ty', 'nước', 'ngoài', 'ở', 'quận', 'Đống', 'Đa', 'của', 'Nguyễn', 'Phương', 'Anh', 'cho', 'phép', 'các', 'nhân', 'viên', 'làm', 'việc', 'qua', 'Internet', 'tại', 'nhà', '.']"
2650,[],[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['UBND', 'TP', 'Hà', 'Nội']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Bạch', 'Mai']), (['B-DATE'], ['B-DATE'], ['10']), (['B-DATE'], ['B-DATE'], ['25/3'])]","['Cùng', 'ngày', ',', 'Chủ', 'tịch', 'UBND', 'TP', 'Hà', 'Nội', 'Nguyễn', 'Đức', 'Chung', 'ra', 'công', 'điện', 'yêu', 'cầu', 'rà', 'soát', 'tất', 'cả', 'người', 'từng', 'ra', 'vào', 'Bạch', 'Mai', 'từ', 'ngày', '10', 'đến', '25/3', '.']"
2651,[],"[(['O'], ['B-GENDER'], ['nữ'])]",[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['47']), (['B-AGE'], ['B-AGE'], ['43']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Trúc', 'Bạch']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['quận', 'Ba', 'Đình']), (['B-JOB', 'I-JOB'], ['B-JOB', 'I-JOB'], ['giúp', 'việc']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['17'])]","['""', 'Bệnh', 'nhân', '47', '""', ',', 'nữ', '43', 'tuổi', ',', 'ở', 'Trúc', 'Bạch', ',', 'quận', 'Ba', 'Đình', ',', 'là', 'giúp', 'việc', 'trong', 'toà', 'nhà', 'của', '""', 'bệnh', 'nhân', '17', '""', ',', 'có', 'tiếp', 'xúc', 'gần', '.']"
2652,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['83']), (['B-GENDER'], ['B-GENDER'], ['nữ']), (['B-AGE'], ['B-AGE'], ['50']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Bình', 'Thạnh']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['TP', 'HCM'])]","['""', 'Bệnh', 'nhân', '83', '""', ',', 'nữ', ',', '50', 'tuổi', ',', 'quốc', 'tịch', 'Mỹ', 'trú', 'tại', 'Bình', 'Thạnh', ',', 'TP', 'HCM', '.']"
2653,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['122']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Đà', 'Nẵng']), (['B-LOCATION'], ['B-LOCATION'], ['Bangkok']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Thái', 'Lan']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['14', '-', '3']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['17', '-', '3'])]","['Bệnh', 'nhân', 'này', 'sống', 'cùng', 'bệnh', 'nhân', 'thứ', '122', '(', 'hiện', 'đang', 'được', 'cách', 'ly', 'điều', 'trị', 'ở', 'Đà', 'Nẵng', ')', 'tại', 'Bangkok', ',', 'Thái', 'Lan', 'từ', 'ngày', '14', '-', '3', 'đến', '17', '-', '3', '.']"
2654,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['19'])]","['Trong', 'đó', ',', 'bệnh', 'nhân', '19', 'đã', 'có', 'tiến', 'triển', ',', 'dừng', 'được', 'vận', 'mạch', ',', 'Glassgow', '14', 'điểm', '.']"
2655,"[(['B-LOCATION', 'I-LOCATION'], ['O', 'O'], ['Hải', 'Dương']), (['B-LOCATION', 'I-LOCATION'], ['O', 'O'], ['Nhân', 'Lư']), (['B-LOCATION', 'I-LOCATION'], ['O', 'O'], ['Cẩm', 'Chế'])]",[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['10/8']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Thanh', 'Hà']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Thanh', 'Hà'])]","['Sáng', '10/8', ',', 'anh', 'bắt', 'xe', 'buýt', 'tuyến', '02', 'Hải', 'Dương', '-', 'Thanh', 'Hà', 'về', 'quê', 'ở', 'Nhân', 'Lư', ',', 'Cẩm', 'Chế', '(', 'Thanh', 'Hà', ')', '.']"
2656,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['416']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['418']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['449'])]","['Quay', 'lại', 'ca', '416', ',', '418', 'hay', 'ca', '449', 'người', 'Mỹ', '.']"
2657,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['22']), (['B-AGE'], ['B-AGE'], ['60']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['VN0054']), (['B-LOCATION'], ['B-LOCATION'], ['Anh']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Việt', 'Nam']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['17'])]","['Được', 'biết', 'bệnh', 'nhân', '22', '(', '60', 'tuổi', ')', 'là', 'hành', 'khách', 'trên', 'chuyến', 'bay', 'VN0054', 'từ', 'Anh', 'về', 'Việt', 'Nam', ',', 'cùng', 'chuyến', 'bay', 'với', 'bệnh', 'nhân', '17', '.']"
2658,[],[],[],[],[],[],"['Trong', 'đó', '364', 'người', 'mới', 'cách', 'ly', 'trong', 'ngày', ',', '4.307', 'người', 'cũ', 'từ', 'những', 'ngày', 'trước', 'tiếp', 'tục', 'theo', 'dõi', '.']"
2659,[],[],[],[],[],[],"['Sau', 'khi', 'chở', 'người', 'phụ', 'nữ', 'tới', 'bệnh', 'viện', ',', 'theo', 'lịch', 'trình', 'tên', 'này', 'sẽ', 'đưa', 'nạn', 'nhân', 'tới', 'một', 'bệnh', 'viện', 'khác', 'để', 'điều', 'trị', 'nCoV', '.']"
