Row,No Extraction,Wrong Tag,Wrong Range,Wrong Range and tag,Num correct tags,Sentence
1015,[],[],[],[],"[(['B-NAME'], ['B-NAME'], ['N.']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['sốt', '39', 'độ']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['ho', 'nhiều']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['có', 'nhiều', 'đờm']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['mệt_mỏi']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['viêm', 'đường', 'hô_hấp', 'cấp'])]","['Chị', 'N.', 'vào', 'viện', 'trong', 'tình_trạng', 'sốt', '39', 'độ', ',', 'ho', 'nhiều', ',', 'có', 'nhiều', 'đờm', ',', 'mệt_mỏi', 'từ', 'trước', 'đó', ',', 'khi', 'khai_thác', 'bệnh_sử', 'cũng', 'như', 'tiền_sử', 'dịch_tễ', ',', 'bệnh_nhân', 'đã', 'được', 'chỉ_định', 'tới', 'khu_vực', 'dành', 'riêng', 'cho', 'bệnh_nhân', 'viêm', 'đường', 'hô_hấp', 'cấp', '.']"
1016,[],[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['ung_thư', 'buồng_trứng', 'di_căn', 'ổ_bụng']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['sỏi', 'thận']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['nhiễm_trùng', 'đường', 'tiết_niệu']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Phổi', 'Đà_Nẵng'])]","['Bệnh_nhân', 'có', 'tiền_sử', 'ung_thư', 'buồng_trứng', 'di_căn', 'ổ_bụng', ',', 'sỏi', 'thận', ',', 'nhiễm_trùng', 'đường', 'tiết_niệu', 'đã', 'cắt', 'thận', 'trái', ',', 'tử_vong', 'tại', 'Bệnh_viện', 'Phổi', 'Đà_Nẵng', '.']"
1017,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Cơ_sở', '2', ',', 'Trung_tâm', 'Y_tế', 'huyện', 'Bình_Sơn']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['370'])]","['Cơ_sở', '2', ',', 'Trung_tâm', 'Y_tế', 'huyện', 'Bình_Sơn', ',', 'nơi', 'cách_ly', ',', 'điều_trị', 'bệnh_nhân', '370', '.']"
1018,[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['bệnh_viện', 'Quốc_tế', 'City'])]",[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bệnh_viện', 'Quốc_tế', 'City'])]","['Đại_diện', 'Bệnh_viện', 'Quốc_tế', 'City', ',', 'P', 'GS.TS', '.', 'BS', 'Trần_Quang_Bính', '-', 'Phó', 'Giám_đốc', 'Y_khoa', '-', 'cho', 'biết', 'hiện_nay', ',', 'bệnh_viện', 'Quốc_tế', 'City', 'chưa', 'tiếp_nhận', 'trường_hợp', 'nào', 'nhiễm', 'COVID', '-', '19', '.']"
1019,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['1047']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['8']), (['B-LOCATION'], ['B-LOCATION'], ['Duy_Tiên']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['tỉnh', 'Hà_Nam']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['1048']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['35']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['xã', 'Phù_Lỗ']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['huyện', 'Sóc_Sơn']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['TP', 'Hà_Nội']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['1049']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['43']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['phường', 'Quảng_Phúc']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['thị_xã', 'Ba_Đồn']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['tỉnh', 'Quảng_Bình'])]","['""', 'Bệnh_nhân', '1047', '""', ',', 'nam', ',', '8', 'tuổi', ',', 'ở', 'Duy_Tiên', ',', 'tỉnh', 'Hà_Nam', ';', '""', 'bệnh_nhân', '1048', '""', ',', 'nam', ',', '35', 'tuổi', ',', 'ở', 'xã', 'Phù_Lỗ', ',', 'huyện', 'Sóc_Sơn', ',', 'TP', 'Hà_Nội', ';', '""', 'bệnh_nhân', '1049', '""', ',', 'nam', ',', '43', 'tuổi', ',', 'địa_chỉ', 'phường', 'Quảng_Phúc', ',', 'thị_xã', 'Ba_Đồn', ',', 'tỉnh', 'Quảng_Bình', '.']"
1020,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['646']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['652']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['646']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['652']), (['B-AGE'], ['B-AGE'], ['30']), (['B-AGE'], ['B-AGE'], ['68']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Đà_Nẵng']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Đà_Nẵng']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Khu', 'ký_túc_xá', 'phường', 'Hoà_Hiệp', 'Nam']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['quận', 'Liên_Chiểu']), (['B-LOCATION'], ['B-LOCATION'], ['Đà_Nẵng'])]","['Ca', 'bệnh', '646', '-', '652', '(', 'bệnh_nhân', '646', '-', '652', ')', ':', 'độ', 'tuổi', 'từ', '30', '-', '68', ',', 'trong', 'đó', '1', 'bệnh_nhân', 'là', 'nhân_viên', 'y_tế', 'tại', 'Bệnh_viện', 'Đà_Nẵng', ';', '5', 'bệnh_nhân', 'tại', 'Bệnh_viện', 'Đà_Nẵng', 'và', '1', 'bệnh_nhân', 'là', 'F1', ',', 'đang', 'cách_ly', 'tập_trung', 'tại', 'Khu', 'ký_túc_xá', 'phường', 'Hoà_Hiệp', 'Nam', ',', 'quận', 'Liên_Chiểu', ',', 'Đà_Nẵng', '.']"
1021,[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['23/3']), (['B-LOCATION'], ['B-LOCATION'], ['Đà_Nẵng']), (['B-LOCATION'], ['B-LOCATION'], ['Hà_Nội']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['VJ530']), (['B-LOCATION'], ['B-LOCATION'], ['Nội_Bài']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['khách_sạn', 'Kingly_Hotel'])]","['Ngày', '23/3', ',', 'cô', 'di_chuyển', 'từ', 'Đà_Nẵng', 'ra', 'Hà_Nội', 'trên', 'chuyến', 'bay', 'VJ530', ',', 'ghế', '19E', ',', 'xuống', 'Nội_Bài', 'lúc', '9h', 'sáng', 'và', 'tiếp_tục', 'ở', 'tại', 'khách_sạn', 'Kingly_Hotel', '.']"
1022,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Phổi', 'Đà_Nẵng']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['755']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['846']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['434']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['956']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['870']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['914'])]","['6', 'người', 'được', 'công_bố', 'khỏi', 'Covid', '-', '19', 'tại', 'Bệnh_viện', 'Phổi', 'Đà_Nẵng', 'gồm', 'bệnh_nhân', 'số', '755', ',', '846', ',', '434', ',', '956', ',', '870', ',', '914', '.']"
1023,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['88']), (['B-GENDER'], ['B-GENDER'], ['nữ']), (['B-AGE'], ['B-AGE'], ['25']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['khu', 'đô_thị', 'Văn_Quán']), (['B-LOCATION'], ['B-LOCATION'], ['Phúc_La']), (['B-LOCATION'], ['B-LOCATION'], ['Hà_Đông']), (['B-LOCATION'], ['B-LOCATION'], ['Hà_Nội'])]","['""', 'Bệnh_nhân', '88', '""', ',', 'nữ', ',', '25', 'tuổi', ',', 'địa_chỉ', 'ở', 'khu', 'đô_thị', 'Văn_Quán', ',', 'Phúc_La', ',', 'Hà_Đông', ',', 'Hà_Nội', '.']"
1024,[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['số', '63', 'Bàu_Càu', '1'])]",[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['huyện', 'Hoà_Vang'])]","['Tối', 'hôm', 'sau', ',', 'gia_đình', 'nữ', 'bệnh_nhân', 'đi', 'ăn', 'đám', 'họ', 'của', 'người', 'bà_con', 'nhà_gái', 'tại', 'số', '63', 'Bàu_Càu', '1', ',', 'huyện', 'Hoà_Vang', '.']"
1025,[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['15']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['20', '-', '8']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['xóm', '12']), (['B-LOCATION'], ['B-LOCATION'], ['Nhật_Tân']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['huyện', 'Kim_Bảng']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['tỉnh', 'Hà_Nam'])]","['Từ', '15', 'đến', '20', '-', '8', ',', 'bệnh_nhân', 'về', 'quê', 'tại', 'xóm', '12', ',', 'Nhật_Tân', ',', 'huyện', 'Kim_Bảng', ',', 'tỉnh', 'Hà_Nam', '.']"
1026,[],[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['viêm', 'não'])]","['Sau', 'khi', 'được', 'áp_dụng', 'phác_đồ', 'điều_trị', 'viêm', 'não', 'do', 'virus', ',', 'các', 'triệu_chứng', 'thần_kinh', 'của', 'bệnh_nhân', 'dần', 'thuyên_giảm', '.']"
1027,"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['O', 'O', 'O', 'O', 'O'], ['tổn_thương', 'phổi', 'ở', 'vùng', 'rìa'])]",[],[],[],[],"['Khác', 'với', 'SARS', ',', 'MERS', '-', 'CoV', 'và', 'cúm', ',', 'bệnh_nhân', 'COVID', '-', '19', 'ban_đầu', 'tổn_thương', 'phổi', 'ở', 'vùng', 'rìa', ',', 'ngoại', 'biên', ',', 'ở', 'đáy', 'phổi', 'rồi', 'lan', 'dần', 'về', 'trung_tâm', ';', 'giai_đoạn', 'đầu', 'bệnh_nhân', 'không', 'có', 'biểu_hiện', 'suy', 'hô_hấp', 'nặng', ',', 'dần_dần', 'mới', 'chuyển', 'nặng', '.']"
1028,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['8', '-', '3']), (['B-LOCATION'], ['B-LOCATION'], ['London']), (['B-LOCATION'], ['B-LOCATION'], ['Anh']), (['B-LOCATION'], ['B-LOCATION'], ['Việt_Nam']), (['B-ORGANIZATION'], ['B-ORGANIZATION'], ['Vietnam_Airlines']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['VN10'])]","['Ngày', '8', '-', '3', ',', 'ông', 'là', 'hành_khách', 'từ', 'London', '(', 'Anh', ')', 'về', 'Việt_Nam', 'trên', 'chuyến', 'bay', 'của', 'Vietnam_Airlines', 'số_hiệu', 'VN10', ',', 'số', 'ghế', '5K', '.']"
1029,[],[],[],[],"[(['B-NAME'], ['B-NAME'], ['H.']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Đa_khoa', 'thành_phố', 'Sầm_Sơn'])]","['Hiện', 'bà', 'H.', 'được', 'cách_ly', ',', 'theo_dõi', 'tại', 'Bệnh_viện', 'Đa_khoa', 'thành_phố', 'Sầm_Sơn', '.']"
1030,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['1050']), (['B-GENDER'], ['B-GENDER'], ['nữ']), (['B-AGE'], ['B-AGE'], ['51']), (['B-LOCATION'], ['B-LOCATION'], ['Xuân_Phương']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Song', 'Cầu']), (['B-LOCATION'], ['B-LOCATION'], ['Phú_Yên']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['1051']), (['B-GENDER'], ['B-GENDER'], ['nữ']), (['B-AGE'], ['B-AGE'], ['28']), (['B-LOCATION'], ['B-LOCATION'], ['Vĩnh_Phúc']), (['B-LOCATION'], ['B-LOCATION'], ['Ba_Đình']), (['B-LOCATION'], ['B-LOCATION'], ['Hà_Nội'])]","['""', 'Bệnh_nhân', '1050', '""', 'nữ', ',', '51', 'tuổi', ',', 'ở', 'Xuân_Phương', ',', 'Song', 'Cầu', ',', 'Phú_Yên', 'và', '""', 'bệnh_nhân', '1051', '""', 'nữ', ',', '28', 'tuổi', ',', 'ở', 'Vĩnh_Phúc', ',', 'Ba_Đình', ',', 'Hà_Nội', '.']"
1031,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION'], ['Bệnh_viện', 'Daenam']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['5', '-', '3'])]","['Bệnh_viện', 'Daenam', 'cho', 'biết', 'tính', 'tới', 'ngày', '5', '-', '3', ',', 'họ', 'đã', 'chuyển', 'xong', 'tất_cả', 'bệnh_nhân', 'sang', 'các', 'cơ_sở', 'khác', '.']"
1032,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['tỉnh', 'Cát_Lâm'])]","['Biện_pháp', 'phong_toả', 'được', 'áp_dụng', 'trở_lại', 'sau', 'khi', 'khoảng', '34', 'ca', 'bệnh', 'COVID', '-', '19', 'mới', 'và', 'một', 'ca', 'tử_vong', 'được', 'ghi_nhận', 'gần', 'đây', 'ở', 'tỉnh', 'Cát_Lâm', '.']"
1033,[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['O', 'B-LOCATION', 'I-LOCATION'], ['cổng', 'chợ', 'Bãi_Cháy'])]","[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['O', 'O', 'O', 'O', 'B-NAME'], ['quán', 'cơm', 'sạch', 'bà', 'L.'])]","[(['B-NAME'], ['B-NAME'], ['B.']), (['B-LOCATION'], ['B-LOCATION'], ['Bãi_Cháy']), (['B-NAME'], ['B-NAME'], ['M.']), (['B-NAME'], ['B-NAME'], ['H.']), (['B-NAME'], ['B-NAME'], ['S.']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['khu', '8', 'Bãi_Cháy']), (['B-NAME'], ['B-NAME'], ['P.']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['khu', '7', 'Bãi_Cháy'])]","['Tại', 'đây', ',', 'có', 'tiếp_xúc', 'gần', 'với', 'ông', 'B.', 'là', 'quản_lý', 'công_trình', ',', 'sau', 'đó', 'về', 'Bãi_Cháy', 'tiếp_xúc', 'với', 'ông', 'M.', ',', 'bà', 'H.', ',', 'đến', 'nhà', 'bà', 'S.', '(', 'khu', '8', 'Bãi_Cháy', ')', ',', 'tiếp_xúc', 'với', 'ông', 'P.', ',', 'nhà', 'gần', 'cổng', 'chợ', 'Bãi_Cháy', 'và', 'ăn', 'trưa', 'tại', 'quán', 'cơm', 'sạch', 'bà', 'L.', 'thuộc', 'khu', '7', 'Bãi_Cháy', '.']"
1034,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Công_an', 'thành_phố', 'Hà_Nội']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['VN54'])]","['Công_an', 'thành_phố', 'Hà_Nội', 'xác_định', 'bệnh_nhân', 'trong', 'quá_trình', 'làm_việc', 'trên', 'chuyến', 'bay', 'VN54', 'đã', 'tiếp_xúc', '187', 'hành_khách', '.']"
1035,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['phố', 'Dương_Khuê'])]","['Sau', 'đó', ',', 'người', 'này', 'đi', 'lấy', 'cao_răng', ',', 'gặp_gỡ', 'một', 'bác_sĩ', ';', 'đi', 'ăn', 'sáng', 'ở', 'phố', 'Dương_Khuê', ',', 'tiếp_xúc', 'với', 'một', 'người', '.']"
1036,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['thị_trấn', 'Hà_Lam']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['huyện', 'Thăng_Bình']), (['B-LOCATION'], ['B-LOCATION'], ['Quảng_Nam']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Trung_tâm', 'y_tế', 'Thăng_Bình']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['522']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['khoa', 'Thận', 'nội_tiết', ',', 'Bệnh_viện', 'Đà_Nẵng']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['523'])]","['1', '.', 'Bệnh_nhân', '(', 'BN', ')', 'nữ', ',', '36', 'tuổi', '(', 'trú', 'thị_trấn', 'Hà_Lam', ',', 'huyện', 'Thăng_Bình', ',', 'Quảng_Nam', ')', ',', 'là', 'nhân_viên', 'Trung_tâm', 'y_tế', 'Thăng_Bình', ',', 'bố', 'là', 'BN', '522', '(', 'nhập_viện', 'khoa', 'Thận', 'nội_tiết', ',', 'Bệnh_viện', 'Đà_Nẵng', ')', 'và', 'mẹ', 'là', 'BN', '523', '.']"
1037,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Trung_tâm', 'Y_tế', 'huyện', 'Bình_Xuyên'])]","['Theo', 'đó', ',', '2', 'trong', 'số', '4', 'bệnh_nhân', 'này', 'điều_trị', 'tại', 'Trung_tâm', 'Y_tế', 'huyện', 'Bình_Xuyên', '.']"
1038,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['thôn', '3']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['xã', 'Bình_Nghĩa']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['huyện', 'Bình_Lục'])]","['Lãnh_đạo', 'tỉnh', 'chỉ_đạo', 'huy_động', 'toàn_bộ', 'hệ_thống', 'y_tế', ',', 'công_an', 'tập_trung', 'điều_tra', 'dịch_tễ', '""', 'truy_tìm', 'đối_tượng', 'F', '0', '""', ';', 'cách_ly', 'tạm_thời', 'Bệnh_viện', 'đa_khoa', 'tỉnh', 'và', 'thôn', '3', 'xã', 'Bình_Nghĩa', ',', 'huyện', 'Bình_Lục', '-', 'nơi', 'bệnh_nhân', 'cư_trú', '.']"
1039,"[(['B-JOB', 'I-JOB', 'I-JOB'], ['O', 'O', 'O'], ['bán', 'rau', 'củ'])]",[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['11', '-', '7']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['627']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['chợ', 'Hoà_Xuân']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['quận', 'Cẩm_Lệ']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['TP', 'Đà_Nẵng'])]","['Trước', 'ngày', '11', '-', '7', 'bệnh_nhân', 'sống', 'ở', 'địa_phương', 'và', 'có', 'phụ', 'ba', '(', 'là', 'bệnh_nhân', '627', ')', 'bán', 'rau', 'củ', 'tại', 'chợ', 'Hoà_Xuân', ',', 'quận', 'Cẩm_Lệ', ',', 'TP', 'Đà_Nẵng', '.']"
1040,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['788']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['789']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['788']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['789']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Khánh', 'Hoà'])]","['Ca', 'bệnh', '788', '-', '789', '(', 'bệnh_nhân', '788', '-', '789', ')', 'tại', 'Khánh', 'Hoà', '.']"
1041,"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['O', 'O', 'O', 'O'], ['tổn_thương', 'tại', 'vùng', 'hô_hấp'])]",[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'B-SYMPTOM_AND_DISEASE'], ['người', 'mệt_mỏi'])]",[],"[(['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['ho']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['đau', 'rát', 'họng']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['sốt']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['khó', 'thở'])]","['Quá', 'thời_gian', '14', 'ngày', ',', 'virus', 'có_thể', 'sẽ', 'gây', 'tổn_thương', 'tại', 'vùng', 'hô_hấp', ',', 'bệnh_nhân', 'sẽ', 'phát', 'triệu_chứng', ',', 'tuỳ', 'từng', 'mức_độ', 'nặng', 'nhẹ', 'như', 'ho', ',', 'đau', 'rát', 'họng', ',', 'sốt', ',', 'khó', 'thở', ',', 'người', 'mệt_mỏi', '.']"
1042,[],[],[],[],"[(['B-LOCATION'], ['B-LOCATION'], ['Việt_Nam']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Ban', 'Chỉ_đạo', 'quốc_gia', 'phòng_chống', 'COVID', '-', '19']), (['B-LOCATION'], ['B-LOCATION'], ['Việt_Nam']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['271'])]","['Việt_Nam', 'ghi_nhận', '1', 'ca', 'mới', 'sau', '9', 'ngày', 'Thông_tin', 'từ', 'Ban', 'Chỉ_đạo', 'quốc_gia', 'phòng_chống', 'COVID', '-', '19', ',', 'Việt_Nam', 'vừa', 'ghi_nhận', '1', 'ca', 'mắc', 'COVID', '-', '19', 'mới', ',', 'bệnh_nhân', 'thứ', '271', '.']"
